time,open,high,low,close,volume
2005-01-09T18:00:00.000000000Z,1.60745,1.61085,1.60715,1.61085,257.0
2005-01-09T22:00:00.000000000Z,1.61055,1.61125,1.60825,1.61005,1421.0
2005-01-10T02:00:00.000000000Z,1.61005,1.61115,1.60755,1.60765,1743.0
2005-01-10T06:00:00.000000000Z,1.60755,1.6108,1.606,1.6075,10179.0
2005-01-10T10:00:00.000000000Z,1.6075,1.6095,1.6015,1.6035,13983.0
2005-01-10T14:00:00.000000000Z,1.6035,1.6064,1.5948,1.5987,16700.0
2005-01-10T18:00:00.000000000Z,1.5987,1.6013,1.5968,1.5993,7613.0
2005-01-10T22:00:00.000000000Z,1.5994,1.6047,1.5985,1.6042,3796.0
2005-01-11T02:00:00.000000000Z,1.6044,1.6048,1.6023,1.6044,2866.0
2005-01-11T06:00:00.000000000Z,1.6043,1.6058,1.6024,1.6039,10896.0
2005-01-11T10:00:00.000000000Z,1.6039,1.6059,1.5994,1.5997,13907.0
2005-01-11T14:00:00.000000000Z,1.5995,1.6015,1.5957,1.5973,16239.0
2005-01-11T18:00:00.000000000Z,1.5973,1.599,1.5958,1.5982,8594.0
2005-01-11T22:00:00.000000000Z,1.5984,1.6003,1.5975,1.5997,2943.0
2005-01-12T02:00:00.000000000Z,1.5996,1.6018,1.59785,1.59905,1894.0
2005-01-12T06:00:00.000000000Z,1.59895,1.59955,1.59445,1.598,11352.0
2005-01-12T10:00:00.000000000Z,1.598,1.6014,1.587,1.5908,14953.0
2005-01-12T14:00:00.000000000Z,1.5909,1.5932,1.5861,1.5904,17208.0
2005-01-12T18:00:00.000000000Z,1.5904,1.5941,1.5901,1.5933,8542.0
2005-01-12T22:00:00.000000000Z,1.5934,1.5948,1.5909,1.5928,2759.0
2005-01-13T02:00:00.000000000Z,1.5929,1.5947,1.5919,1.59265,2332.0
2005-01-13T06:00:00.000000000Z,1.59265,1.5944,1.5886,1.5898,10804.0
2005-01-13T10:00:00.000000000Z,1.5898,1.5958,1.5893,1.59475,14211.0
2005-01-13T14:00:00.000000000Z,1.5947,1.5951,1.5848,1.5871,16826.0
2005-01-13T18:00:00.000000000Z,1.5871,1.5903,1.5855,1.5902,8226.0
2005-01-13T22:00:00.000000000Z,1.5902,1.5911,1.5879,1.5895,2672.0
2005-01-14T02:00:00.000000000Z,1.5896,1.591,1.5842,1.5864,9427.0
2005-01-14T06:00:00.000000000Z,1.5864,1.591,1.5846,1.589,14841.0
2005-01-14T10:00:00.000000000Z,1.5891,1.5906,1.5831,1.5888,15646.0
2005-01-14T14:00:00.000000000Z,1.5889,1.6006,1.5878,1.5984,19379.0
2005-01-14T18:00:00.000000000Z,1.5984,1.5991,1.59175,1.59625,8608.0
2005-01-16T18:00:00.000000000Z,1.59565,1.59575,1.59415,1.59505,830.0
2005-01-16T22:00:00.000000000Z,1.59505,1.59695,1.59445,1.59525,1646.0
2005-01-17T02:00:00.000000000Z,1.59535,1.59635,1.59445,1.59495,1109.0
2005-01-17T06:00:00.000000000Z,1.59495,1.59545,1.5889,1.5897,8470.0
2005-01-17T10:00:00.000000000Z,1.5897,1.5909,1.5873,1.5906,11430.0
2005-01-17T14:00:00.000000000Z,1.5906,1.5938,1.5885,1.592,9906.0
2005-01-17T18:00:00.000000000Z,1.592,1.593,1.58905,1.59105,1505.0
2005-01-17T22:00:00.000000000Z,1.59105,1.59275,1.58805,1.59075,3738.0
2005-01-18T02:00:00.000000000Z,1.59075,1.59505,1.58985,1.59265,3494.0
2005-01-18T06:00:00.000000000Z,1.59265,1.5958,1.59115,1.5953,12307.0
2005-01-18T10:00:00.000000000Z,1.5953,1.5995,1.5913,1.5928,14719.0
2005-01-18T14:00:00.000000000Z,1.5928,1.5947,1.5887,1.5924,16017.0
2005-01-18T18:00:00.000000000Z,1.5924,1.5958,1.5905,1.5919,7888.0
2005-01-18T22:00:00.000000000Z,1.5918,1.5948,1.5914,1.5926,2138.0
2005-01-19T02:00:00.000000000Z,1.5927,1.59375,1.59035,1.59035,1445.0
2005-01-19T06:00:00.000000000Z,1.59035,1.5975,1.58975,1.5938,11646.0
2005-01-19T10:00:00.000000000Z,1.5938,1.6014,1.5931,1.6012,14499.0
2005-01-19T14:00:00.000000000Z,1.6012,1.6017,1.5974,1.5998,18365.0
2005-01-19T18:00:00.000000000Z,1.5998,1.5998,1.5947,1.5973,10711.0
2005-01-19T22:00:00.000000000Z,1.5973,1.60065,1.5959,1.59855,3286.0
2005-01-20T02:00:00.000000000Z,1.59865,1.59985,1.59675,1.59805,1780.0
2005-01-20T06:00:00.000000000Z,1.59805,1.6018,1.5969,1.5993,13158.0
2005-01-20T10:00:00.000000000Z,1.599,1.5993,1.5918,1.5973,16227.0
2005-01-20T14:00:00.000000000Z,1.5973,1.6014,1.5951,1.5979,17746.0
2005-01-20T18:00:00.000000000Z,1.5979,1.6015,1.5969,1.6002,8378.0
2005-01-20T22:00:00.000000000Z,1.6002,1.6002,1.5968,1.5975,2852.0
2005-01-21T02:00:00.000000000Z,1.5975,1.599,1.5963,1.5972,2220.0
2005-01-21T06:00:00.000000000Z,1.5972,1.5997,1.5919,1.5938,11208.0
2005-01-21T10:00:00.000000000Z,1.5938,1.5955,1.589,1.5931,15145.0
2005-01-21T14:00:00.000000000Z,1.5931,1.5991,1.5916,1.5923,16634.0
2005-01-21T18:00:00.000000000Z,1.5923,1.59555,1.5907,1.59375,6316.0
2005-01-21T22:00:00.000000000Z,1.59355,1.59365,1.59355,1.59355,10.0
2005-01-23T18:00:00.000000000Z,1.59415,1.59465,1.59265,1.59305,461.0
2005-01-23T22:00:00.000000000Z,1.59325,1.59705,1.59275,1.59645,1939.0
2005-01-24T02:00:00.000000000Z,1.59625,1.59785,1.59485,1.59675,1682.0
2005-01-24T06:00:00.000000000Z,1.59675,1.59855,1.589,1.5903,11297.0
2005-01-24T10:00:00.000000000Z,1.5903,1.5998,1.5892,1.5989,13776.0
2005-01-24T14:00:00.000000000Z,1.5989,1.6014,1.5946,1.5984,14946.0
2005-01-24T18:00:00.000000000Z,1.5984,1.6005,1.5969,1.6001,7751.0
2005-01-24T22:00:00.000000000Z,1.6001,1.6009,1.59305,1.59315,3470.0
2005-01-25T02:00:00.000000000Z,1.59315,1.59585,1.59265,1.59535,2272.0
2005-01-25T06:00:00.000000000Z,1.59515,1.5992,1.59255,1.5987,11595.0
2005-01-25T10:00:00.000000000Z,1.5985,1.6052,1.5971,1.6046,15288.0
2005-01-25T14:00:00.000000000Z,1.6046,1.6149,1.6018,1.6031,19487.0
2005-01-25T18:00:00.000000000Z,1.6028,1.6052,1.6012,1.6035,8334.0
2005-01-25T22:00:00.000000000Z,1.6037,1.6046,1.6013,1.6024,2053.0
2005-01-26T02:00:00.000000000Z,1.6023,1.6048,1.602,1.6047,2685.0
2005-01-26T06:00:00.000000000Z,1.6047,1.6075,1.6024,1.6051,11100.0
2005-01-26T10:00:00.000000000Z,1.6051,1.6111,1.6034,1.6056,13935.0
2005-01-26T14:00:00.000000000Z,1.6056,1.613,1.6043,1.6124,18429.0
2005-01-26T18:00:00.000000000Z,1.6121,1.6162,1.6105,1.6108,9364.0
2005-01-26T22:00:00.000000000Z,1.6109,1.6143,1.6096,1.61135,2637.0
2005-01-27T02:00:00.000000000Z,1.61135,1.61465,1.61055,1.61295,1907.0
2005-01-27T06:00:00.000000000Z,1.61295,1.6171,1.6121,1.6146,11568.0
2005-01-27T10:00:00.000000000Z,1.6146,1.6188,1.6111,1.6146,15106.0
2005-01-27T14:00:00.000000000Z,1.6148,1.6191,1.6092,1.6157,18018.0
2005-01-27T18:00:00.000000000Z,1.6157,1.6165,1.6125,1.6143,9436.0
2005-01-27T22:00:00.000000000Z,1.614,1.6186,1.6133,1.6153,3800.0
2005-01-28T02:00:00.000000000Z,1.6153,1.6167,1.6134,1.6167,2275.0
2005-01-28T06:00:00.000000000Z,1.6167,1.6191,1.6143,1.6174,10241.0
2005-01-28T10:00:00.000000000Z,1.6174,1.6202,1.61455,1.6197,12652.0
2005-01-28T14:00:00.000000000Z,1.6197,1.6222,1.6156,1.6196,17023.0
2005-01-28T18:00:00.000000000Z,1.6196,1.6203,1.61515,1.61515,6458.0
2005-01-28T22:00:00.000000000Z,1.61505,1.61515,1.61505,1.61515,2.0
2005-01-30T18:00:00.000000000Z,1.61415,1.61625,1.61415,1.61555,255.0
2005-01-30T22:00:00.000000000Z,1.61555,1.61855,1.61365,1.6182,2127.0
2005-01-31T02:00:00.000000000Z,1.6182,1.6187,1.615,1.6154,1970.0
2005-01-31T06:00:00.000000000Z,1.6154,1.617,1.6118,1.613,10287.0
2005-01-31T10:00:00.000000000Z,1.613,1.6206,1.6125,1.6168,14385.0
2005-01-31T14:00:00.000000000Z,1.6168,1.6191,1.6106,1.6167,17998.0
2005-01-31T18:00:00.000000000Z,1.6167,1.6185,1.6144,1.6166,8037.0
2005-01-31T22:00:00.000000000Z,1.6166,1.6198,1.6163,1.6174,2334.0
2005-02-01T02:00:00.000000000Z,1.6174,1.6187,1.6157,1.6172,1907.0
2005-02-01T06:00:00.000000000Z,1.6171,1.6191,1.6155,1.6173,11043.0
2005-02-01T10:00:00.000000000Z,1.6172,1.6201,1.614,1.616,12572.0
2005-02-01T14:00:00.000000000Z,1.616,1.6194,1.6089,1.6123,16893.0
2005-02-01T18:00:00.000000000Z,1.6123,1.6157,1.6106,1.613,9377.0
2005-02-01T22:00:00.000000000Z,1.6132,1.6139,1.6063,1.6115,3490.0
2005-02-02T02:00:00.000000000Z,1.6116,1.6145,1.6114,1.6123,2733.0
2005-02-02T06:00:00.000000000Z,1.6123,1.6142,1.6094,1.6099,11705.0
2005-02-02T10:00:00.000000000Z,1.6099,1.6149,1.6095,1.6139,12382.0
2005-02-02T14:00:00.000000000Z,1.6139,1.6182,1.6139,1.6159,15451.0
2005-02-02T18:00:00.000000000Z,1.6159,1.6165,1.6125,1.6133,9123.0
2005-02-02T22:00:00.000000000Z,1.6134,1.6152,1.6118,1.6127,2817.0
2005-02-03T02:00:00.000000000Z,1.6126,1.6137,1.6117,1.6135,2378.0
2005-02-03T06:00:00.000000000Z,1.6135,1.614,1.6112,1.6139,8860.0
2005-02-03T10:00:00.000000000Z,1.6139,1.616,1.6087,1.6092,13190.0
2005-02-03T14:00:00.000000000Z,1.6092,1.6146,1.6082,1.6108,14597.0
2005-02-03T18:00:00.000000000Z,1.6108,1.6121,1.6092,1.6099,7077.0
2005-02-03T22:00:00.000000000Z,1.6098,1.6115,1.6085,1.6091,2255.0
2005-02-04T02:00:00.000000000Z,1.6092,1.6094,1.6074,1.609,1720.0
2005-02-04T06:00:00.000000000Z,1.609,1.6113,1.6076,1.6104,8101.0
2005-02-04T10:00:00.000000000Z,1.6104,1.61765,1.60535,1.61015,13867.0
2005-02-04T14:00:00.000000000Z,1.60895,1.6176,1.60765,1.6096,18267.0
2005-02-04T18:00:00.000000000Z,1.6101,1.6102,1.60555,1.60815,8174.0
2005-02-04T22:00:00.000000000Z,1.60795,1.60835,1.60785,1.60815,176.0
2005-02-05T14:00:00.000000000Z,1.59325,1.59325,1.59265,1.59265,2.0
2005-02-06T18:00:00.000000000Z,1.60825,1.60855,1.60635,1.60695,585.0
2005-02-06T22:00:00.000000000Z,1.60695,1.60735,1.60315,1.6043,2672.0
2005-02-07T02:00:00.000000000Z,1.6043,1.6043,1.603,1.6038,1896.0
2005-02-07T06:00:00.000000000Z,1.6038,1.6134,1.6035,1.612,10912.0
2005-02-07T10:00:00.000000000Z,1.612,1.6134,1.6075,1.6098,11885.0
2005-02-07T14:00:00.000000000Z,1.61,1.6121,1.6015,1.603,16297.0
2005-02-07T18:00:00.000000000Z,1.603,1.6047,1.6005,1.6012,8224.0
2005-02-07T22:00:00.000000000Z,1.6012,1.6031,1.6007,1.601,2293.0
2005-02-08T02:00:00.000000000Z,1.601,1.6023,1.5989,1.6004,2247.0
2005-02-08T06:00:00.000000000Z,1.6008,1.6046,1.5991,1.6028,9634.0
2005-02-08T10:00:00.000000000Z,1.6029,1.6031,1.5988,1.601,12588.0
2005-02-08T14:00:00.000000000Z,1.601,1.6026,1.5923,1.5936,16476.0
2005-02-08T18:00:00.000000000Z,1.5936,1.5958,1.5903,1.591,7531.0
2005-02-08T22:00:00.000000000Z,1.591,1.597,1.591,1.5934,1984.0
2005-02-09T02:00:00.000000000Z,1.5931,1.5945,1.5923,1.5942,1536.0
2005-02-09T06:00:00.000000000Z,1.5942,1.5959,1.5918,1.5939,9249.0
2005-02-09T10:00:00.000000000Z,1.594,1.5974,1.5932,1.5942,12896.0
2005-02-09T14:00:00.000000000Z,1.5942,1.6021,1.5937,1.6,16441.0
2005-02-09T18:00:00.000000000Z,1.6,1.6009,1.5974,1.5978,8108.0
2005-02-09T22:00:00.000000000Z,1.5977,1.6,1.5968,1.5994,2077.0
2005-02-10T02:00:00.000000000Z,1.5994,1.6017,1.5989,1.5997,2042.0
2005-02-10T06:00:00.000000000Z,1.5997,1.6023,1.5965,1.5986,10054.0
2005-02-10T10:00:00.000000000Z,1.5985,1.6028,1.5951,1.5996,12802.0
2005-02-10T14:00:00.000000000Z,1.5997,1.6046,1.5972,1.5996,16867.0
2005-02-10T18:00:00.000000000Z,1.5996,1.6004,1.597,1.5995,7663.0
2005-02-10T22:00:00.000000000Z,1.5996,1.6003,1.5972,1.5983,1635.0
2005-02-11T02:00:00.000000000Z,1.5983,1.6003,1.5979,1.5997,1001.0
2005-02-11T06:00:00.000000000Z,1.5997,1.6008,1.5967,1.598,8063.0
2005-02-11T10:00:00.000000000Z,1.598,1.6004,1.5958,1.5972,11239.0
2005-02-11T14:00:00.000000000Z,1.5972,1.5995,1.5904,1.5914,14895.0
2005-02-11T18:00:00.000000000Z,1.5914,1.5935,1.5905,1.59065,5976.0
2005-02-11T22:00:00.000000000Z,1.59065,1.59065,1.59065,1.59065,2.0
2005-02-13T18:00:00.000000000Z,1.59145,1.59325,1.59085,1.59215,174.0
2005-02-13T22:00:00.000000000Z,1.59215,1.6001,1.59015,1.5975,3164.0
2005-02-14T02:00:00.000000000Z,1.5975,1.5982,1.5942,1.5956,2465.0
2005-02-14T06:00:00.000000000Z,1.5956,1.5994,1.5937,1.5966,9517.0
2005-02-14T10:00:00.000000000Z,1.5966,1.5995,1.5947,1.5993,11907.0
2005-02-14T14:00:00.000000000Z,1.5993,1.6041,1.599,1.6016,14774.0
2005-02-14T18:00:00.000000000Z,1.6016,1.6021,1.5992,1.5999,6748.0
2005-02-14T22:00:00.000000000Z,1.5999,1.6031,1.5976,1.6021,2635.0
2005-02-15T02:00:00.000000000Z,1.6021,1.6026,1.5999,1.6012,1868.0
2005-02-15T06:00:00.000000000Z,1.6012,1.6034,1.5976,1.6028,11065.0
2005-02-15T10:00:00.000000000Z,1.6028,1.6085,1.60235,1.6035,13272.0
2005-02-15T14:00:00.000000000Z,1.6035,1.6052,1.5986,1.6039,17061.0
2005-02-15T18:00:00.000000000Z,1.6039,1.604,1.6016,1.6027,8850.0
2005-02-15T22:00:00.000000000Z,1.6027,1.6046,1.602,1.6039,2362.0
2005-02-16T02:00:00.000000000Z,1.6039,1.6057,1.6,1.6049,3275.0
2005-02-16T06:00:00.000000000Z,1.6049,1.607,1.6017,1.6065,10218.0
2005-02-16T10:00:00.000000000Z,1.6067,1.6095,1.6046,1.6064,13110.0
2005-02-16T14:00:00.000000000Z,1.6064,1.617,1.60355,1.6145,18343.0
2005-02-16T18:00:00.000000000Z,1.6145,1.616,1.6105,1.6119,10143.0
2005-02-16T22:00:00.000000000Z,1.6119,1.6146,1.6103,1.6133,2574.0
2005-02-17T02:00:00.000000000Z,1.6135,1.6139,1.6107,1.612,1784.0
2005-02-17T06:00:00.000000000Z,1.612,1.6155,1.6091,1.6102,9788.0
2005-02-17T10:00:00.000000000Z,1.6103,1.6134,1.60695,1.61,13402.0
2005-02-17T14:00:00.000000000Z,1.61,1.6117,1.6039,1.6053,17828.0
2005-02-17T18:00:00.000000000Z,1.6053,1.6086,1.6053,1.6079,8072.0
2005-02-17T22:00:00.000000000Z,1.6079,1.6101,1.6049,1.6093,2654.0
2005-02-18T02:00:00.000000000Z,1.6093,1.6104,1.6089,1.6102,1284.0
2005-02-18T06:00:00.000000000Z,1.6102,1.6114,1.6052,1.6093,9191.0
2005-02-18T10:00:00.000000000Z,1.6092,1.6095,1.6038,1.6073,12684.0
2005-02-18T14:00:00.000000000Z,1.6071,1.609,1.604,1.609,15080.0
2005-02-18T18:00:00.000000000Z,1.6089,1.6109,1.6072,1.60965,4047.0
2005-02-20T18:00:00.000000000Z,1.60915,1.61045,1.60695,1.60715,480.0
2005-02-20T22:00:00.000000000Z,1.60715,1.60985,1.60675,1.6088,1189.0
2005-02-21T02:00:00.000000000Z,1.6088,1.6093,1.6057,1.6084,1408.0
2005-02-21T06:00:00.000000000Z,1.6084,1.6098,1.6059,1.6083,8731.0
2005-02-21T10:00:00.000000000Z,1.6083,1.614,1.6035,1.6123,8837.0
2005-02-21T14:00:00.000000000Z,1.6123,1.6135,1.6097,1.6132,7485.0
2005-02-21T18:00:00.000000000Z,1.6132,1.6134,1.6105,1.6115,1511.0
2005-02-21T22:00:00.000000000Z,1.6115,1.6133,1.6107,1.6116,1939.0
2005-02-22T02:00:00.000000000Z,1.6116,1.6187,1.6116,1.6184,5447.0
2005-02-22T06:00:00.000000000Z,1.6184,1.6187,1.6124,1.6165,11862.0
2005-02-22T10:00:00.000000000Z,1.6165,1.6227,1.614,1.6216,14978.0
2005-02-22T14:00:00.000000000Z,1.6216,1.6303,1.6212,1.6278,15847.0
2005-02-22T18:00:00.000000000Z,1.6276,1.6281,1.6229,1.6247,9398.0
2005-02-22T22:00:00.000000000Z,1.6247,1.6279,1.6244,1.6266,3540.0
2005-02-23T02:00:00.000000000Z,1.6266,1.6291,1.625,1.6271,2976.0
2005-02-23T06:00:00.000000000Z,1.6271,1.6281,1.6221,1.6271,9974.0
2005-02-23T10:00:00.000000000Z,1.6271,1.6309,1.6226,1.6302,13200.0
2005-02-23T14:00:00.000000000Z,1.6302,1.6426,1.6283,1.637,18143.0
2005-02-23T18:00:00.000000000Z,1.637,1.6475,1.63455,1.6456,11009.0
2005-02-23T22:00:00.000000000Z,1.6457,1.65105,1.6455,1.64815,4443.0
2005-02-24T02:00:00.000000000Z,1.64815,1.65215,1.64775,1.64965,3291.0
2005-02-24T06:00:00.000000000Z,1.64965,1.6516,1.6451,1.6488,12574.0
2005-02-24T10:00:00.000000000Z,1.6488,1.6547,1.6461,1.6488,15497.0
2005-02-24T14:00:00.000000000Z,1.6488,1.6505,1.6375,1.6389,19132.0
2005-02-24T18:00:00.000000000Z,1.6389,1.6406,1.635,1.6351,9620.0
2005-02-24T22:00:00.000000000Z,1.6351,1.6378,1.6341,1.6365,3088.0
2005-02-25T02:00:00.000000000Z,1.6365,1.6382,1.6359,1.6372,1761.0
2005-02-25T06:00:00.000000000Z,1.6372,1.641,1.635,1.6403,9595.0
2005-02-25T10:00:00.000000000Z,1.6403,1.6422,1.6332,1.6403,15019.0
2005-02-25T14:00:00.000000000Z,1.6403,1.6409,1.6333,1.6401,17874.0
2005-02-25T18:00:00.000000000Z,1.6401,1.6424,1.6393,1.64045,7619.0
2005-02-25T22:00:00.000000000Z,1.64045,1.64045,1.64045,1.64045,1.0
2005-02-27T14:00:00.000000000Z,1.64015,1.64015,1.64015,1.64015,1.0
2005-02-27T18:00:00.000000000Z,1.64005,1.64135,1.63935,1.64115,140.0
2005-02-27T22:00:00.000000000Z,1.64115,1.64265,1.6381,1.6387,2736.0
2005-02-28T02:00:00.000000000Z,1.6387,1.6424,1.6385,1.6398,2215.0
2005-02-28T06:00:00.000000000Z,1.6398,1.6402,1.6324,1.6341,11159.0
2005-02-28T10:00:00.000000000Z,1.6341,1.6355,1.6297,1.6305,13500.0
2005-02-28T14:00:00.000000000Z,1.6305,1.6358,1.6277,1.6347,16669.0
2005-02-28T18:00:00.000000000Z,1.6347,1.6362,1.6314,1.6321,8163.0
2005-02-28T22:00:00.000000000Z,1.6323,1.6335,1.6306,1.6313,2535.0
2005-03-01T02:00:00.000000000Z,1.6313,1.6321,1.6261,1.6297,3477.0
2005-03-01T06:00:00.000000000Z,1.6297,1.6313,1.6274,1.62905,10575.0
2005-03-01T10:00:00.000000000Z,1.62905,1.6332,1.6281,1.6299,13451.0
2005-03-01T14:00:00.000000000Z,1.6296,1.6405,1.6294,1.639,17621.0
2005-03-01T18:00:00.000000000Z,1.639,1.6393,1.6347,1.6367,7968.0
2005-03-01T22:00:00.000000000Z,1.6368,1.6379,1.6331,1.637,3509.0
2005-03-02T02:00:00.000000000Z,1.637,1.6381,1.6354,1.6359,2549.0
2005-03-02T06:00:00.000000000Z,1.6359,1.638,1.63105,1.63105,11558.0
2005-03-02T10:00:00.000000000Z,1.63105,1.6321,1.6271,1.6286,14480.0
2005-03-02T14:00:00.000000000Z,1.6286,1.6319,1.6269,1.6277,15311.0
2005-03-02T18:00:00.000000000Z,1.6277,1.6289,1.6256,1.6281,7599.0
2005-03-02T22:00:00.000000000Z,1.6281,1.629,1.6258,1.6275,2302.0
2005-03-03T02:00:00.000000000Z,1.6275,1.6285,1.6268,1.6273,1585.0
2005-03-03T06:00:00.000000000Z,1.6275,1.633,1.6267,1.6312,9717.0
2005-03-03T10:00:00.000000000Z,1.6312,1.6357,1.6297,1.6346,12932.0
2005-03-03T14:00:00.000000000Z,1.6347,1.6394,1.6302,1.6334,17515.0
2005-03-03T18:00:00.000000000Z,1.6334,1.6345,1.6293,1.6309,8545.0
2005-03-03T22:00:00.000000000Z,1.6309,1.6326,1.6297,1.6322,2027.0
2005-03-04T02:00:00.000000000Z,1.6322,1.6328,1.6289,1.6296,1574.0
2005-03-04T06:00:00.000000000Z,1.6296,1.6326,1.6293,1.6325,7879.0
2005-03-04T10:00:00.000000000Z,1.6325,1.6351,1.6288,1.6297,12524.0
2005-03-04T14:00:00.000000000Z,1.6297,1.6332,1.627,1.6297,17794.0
2005-03-04T18:00:00.000000000Z,1.6297,1.63205,1.628,1.63015,6746.0
2005-03-04T22:00:00.000000000Z,1.63015,1.63015,1.63015,1.63015,1.0
2005-03-06T18:00:00.000000000Z,1.63025,1.63155,1.62965,1.63045,214.0
2005-03-06T22:00:00.000000000Z,1.63025,1.63235,1.62935,1.6313,1452.0
2005-03-07T02:00:00.000000000Z,1.6313,1.6328,1.6294,1.6305,1560.0
2005-03-07T06:00:00.000000000Z,1.6305,1.6312,1.6272,1.6295,8933.0
2005-03-07T10:00:00.000000000Z,1.6295,1.6295,1.626,1.6279,11862.0
2005-03-07T14:00:00.000000000Z,1.6279,1.6287,1.6228,1.6243,14423.0
2005-03-07T18:00:00.000000000Z,1.6244,1.6252,1.6226,1.6248,6877.0
2005-03-07T22:00:00.000000000Z,1.6249,1.6257,1.6222,1.6244,2675.0
2005-03-08T02:00:00.000000000Z,1.6244,1.6265,1.624,1.6265,1585.0
2005-03-08T06:00:00.000000000Z,1.6265,1.6298,1.6237,1.627,8945.0
2005-03-08T10:00:00.000000000Z,1.627,1.6276,1.6188,1.6194,12973.0
2005-03-08T14:00:00.000000000Z,1.6195,1.6247,1.6162,1.6212,18046.0
2005-03-08T18:00:00.000000000Z,1.6212,1.6217,1.618,1.6185,9470.0
2005-03-08T22:00:00.000000000Z,1.6185,1.6201,1.6177,1.6187,2815.0
2005-03-09T02:00:00.000000000Z,1.6187,1.6192,1.6173,1.6182,2151.0
2005-03-09T06:00:00.000000000Z,1.6182,1.62,1.6123,1.6141,11247.0
2005-03-09T10:00:00.000000000Z,1.6141,1.6182,1.6124,1.6161,14789.0
2005-03-09T14:00:00.000000000Z,1.6161,1.6164,1.6093,1.6111,16490.0
2005-03-09T18:00:00.000000000Z,1.6111,1.6169,1.6107,1.6165,11787.0
2005-03-09T22:00:00.000000000Z,1.6165,1.6171,1.6117,1.6155,3283.0
2005-03-10T02:00:00.000000000Z,1.6154,1.6178,1.6131,1.6149,7313.0
2005-03-10T06:00:00.000000000Z,1.6149,1.6176,1.6123,1.613,11991.0
2005-03-10T10:00:00.000000000Z,1.613,1.6165,1.6103,1.6131,15015.0
2005-03-10T14:00:00.000000000Z,1.6131,1.617,1.6114,1.6149,16169.0
2005-03-10T18:00:00.000000000Z,1.6149,1.6187,1.6137,1.6173,9482.0
2005-03-10T22:00:00.000000000Z,1.6173,1.6184,1.6143,1.6181,3297.0
2005-03-11T02:00:00.000000000Z,1.6181,1.6188,1.6164,1.6178,1631.0
2005-03-11T06:00:00.000000000Z,1.6178,1.6189,1.6152,1.6167,8509.0
2005-03-11T10:00:00.000000000Z,1.6167,1.6263,1.6133,1.6242,13158.0
2005-03-11T14:00:00.000000000Z,1.6242,1.6248,1.6185,1.6211,17900.0
2005-03-11T18:00:00.000000000Z,1.6211,1.62375,1.6192,1.62355,7268.0
2005-03-11T22:00:00.000000000Z,1.62345,1.62345,1.62345,1.62345,1.0
2005-03-13T18:00:00.000000000Z,1.62415,1.62415,1.62165,1.62295,230.0
